model,country,W,F,target_var,MAE_global,RMSE_global,sMAPE_global,MAE_mean,MAE_median,MAE_p25,MAE_p75,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_median,RMSE_p25,RMSE_p75,RMSE_std,RMSE_min,RMSE_max,sMAPE_mean,sMAPE_median,sMAPE_p25,sMAPE_p75,sMAPE_std,sMAPE_min,sMAPE_max,exog_vars,curve_func
curvefit_lstm,Brazil,28,14,new_cases,13837.619665756605,20997.360349922492,132.849090526539,13837.619665756607,10069.093960750346,7140.199161991524,19147.811071839285,9043.092449259271,3889.0862022357205,42853.79264083204,17526.591757158356,12025.539320852458,9199.984278889871,24320.20674629227,11563.20556949525,4757.643497948291,51068.95255550161,132.849090526539,136.37661638716986,110.17140275947874,155.01242737511214,27.78842319103464,68.67158699604575,185.7478041837083,death_all,gompertz
curvefit_lstm,Brazil,28,14,new_cases,14285.06424739965,22082.351182652154,140.59495359776355,14285.064247399652,9639.392839159576,7438.31863842866,20359.9235891692,9619.581879401814,4069.248344982755,42423.53814554127,18222.729458990754,11779.54505136787,9260.754954209626,25192.2800838473,12472.464264066237,5077.892954729958,52651.794351637946,140.59495359776355,144.74103922283348,116.2924182094955,163.3101490918721,28.471887603697464,72.89392342117392,195.07072324375247,death_all,logistic
curvefit_lstm,Brazil,28,14,new_cases,14045.14441651412,21677.84233205444,146.48413609146235,14045.14441651412,9818.893832035921,7988.002981894718,19575.236116728276,9152.778169946858,3403.4681766046756,43599.928662037404,18279.364747842803,12742.1915128728,10167.086714229801,24494.478663544185,11653.054217188434,4263.420279348005,52285.88666983346,146.48413609146232,153.43320716846787,114.00015918408461,173.35212667701654,35.08891743475316,70.64887437864601,200,death_mobility,gompertz
curvefit_lstm,Brazil,28,14,new_cases,16585.619225254028,24267.86318275917,171.54240613090306,16585.619225254024,14292.37490480177,10655.960339546573,20518.532456453035,7975.43106269939,7330.503170507458,45612.1574256752,21597.271974692783,17270.277857379864,13274.700991849317,26398.145122479662,11067.385721491219,8213.542171492414,56200.005517728394,171.54240613090306,187.6765548176262,151.74265079015368,200,35.381619966915444,69.90043380761443,200,death_mobility,logistic
curvefit_lstm,Brazil,28,14,new_cases,14312.519508034024,20837.482664946634,124.8918106129319,14312.519508034024,10954.029615399308,6813.008313160596,21565.006514734392,9390.372833519928,3889.169303697382,41395.543896412404,17415.507086346788,13001.541304508017,8384.922664456331,26858.07313220975,11441.188606843105,4472.562591687521,48837.914376598885,124.89181061293192,131.22296671832243,102.88299507696635,141.5510017968686,25.939724258605203,68.4809251482691,185.65736823028115,death_recovered,gompertz
curvefit_lstm,Brazil,28,14,new_cases,14374.212209668167,20580.561182562393,120.74771993854247,14374.212209668165,10925.030076814364,7331.167758992725,21511.702375698573,9180.135323913131,4012.6678891792894,40868.365154469844,17262.831206985877,12805.049401857832,8572.420413824713,26117.482946623735,11205.095149453595,4880.188010284688,48309.0704916414,120.74771993854247,126.12402807510877,103.20398638204696,134.99976155056626,23.35820504988466,68.56256359944491,174.0767004488448,death_recovered,logistic
curvefit_lstm,Brazil,28,14,new_cases,13800.917829165739,21031.516674536873,129.2674116085012,13800.917829165739,9774.41915079406,6984.760651384333,19646.51613663695,9340.502126346753,3632.166808956044,43317.25064864454,17280.099248448332,11822.855489719157,8535.508576227327,24209.34238944725,11988.447088555626,4544.790408823394,51751.96562267864,129.2674116085012,134.28658741933532,110.00486029980428,148.898919042778,25.941585154969577,72.39805922159498,186.6039473160538,death_stringency,gompertz
curvefit_lstm,Brazil,28,14,new_cases,14296.884456550797,22378.219526801477,151.3979272042745,14296.884456550799,9708.434929493073,7615.872087625676,19389.350276883895,9208.427957027645,4921.171339818962,43705.65017121092,18821.08421064427,12651.649792655719,10062.188940290143,25189.682989031804,12105.84562620704,6311.902081899798,53230.604292057295,151.39792720427448,159.04785670355454,131.81269478465498,174.0211721666085,28.713160236694485,72.98006605424773,199.73778620572133,death_stringency,logistic
curvefit_lstm,Brazil,28,14,new_cases,14509.508802816672,21002.303912580785,125.76893758854249,14509.508802816674,10927.469937781392,6972.880785413565,21729.4842002195,9574.590292141955,3712.6360261661166,42498.94568212669,17539.655732994852,12945.655395317553,8361.020270087763,27548.731061001643,11552.369731116947,4884.324501566478,49784.1029278255,125.76893758854247,130.05547428674242,102.85652312337866,143.29613698870895,26.033666434044708,69.21588588764337,188.9842700358482,no_exog,gompertz
curvefit_lstm,Brazil,28,14,new_cases,14501.542834925152,20689.557770140982,121.28726869975988,14501.542834925152,10939.764502341408,7320.9092581779405,20548.084894129566,9278.557824891215,4089.491378149726,42719.281170094844,17349.083268057784,12701.43960479764,8373.187886420814,26453.67467216964,11272.404822485678,5100.552672387093,49949.354736454654,121.2872686997599,124.94771380318461,103.1037940693478,137.0705807765499,22.943626776107617,69.59378499236642,177.19646394627898,no_exog,logistic
curvefit_lstm,Brazil,56,28,new_cases,17231.450265678155,26382.340099167217,163.0391580074254,17231.45026567816,12855.410834993181,10424.986484395344,22144.735017846102,9039.603933245058,7456.4193109949765,40526.059357244674,23056.829661846394,16815.90035572791,13228.455192713525,30972.435358798455,12822.26481760249,9331.087673926115,53204.971987103185,163.0391580074254,167.0683633900979,150.26811304838827,175.9765960987063,16.37220478815441,114.43493833884875,190.86522933443706,death_all,gompertz
curvefit_lstm,Brazil,56,28,new_cases,23999.064212716865,29745.724462711383,139.69159156502488,23999.064212716865,22400.132520735504,20966.727028533896,25712.720119483834,4710.596294983817,17089.257083362932,37308.85874999106,29067.357951733782,26401.64228685321,25051.725373327947,30752.23625053447,6316.393394756651,20622.89443488057,46725.715128702315,139.69159156502488,141.01587105514704,131.60172988895877,148.6347651199164,12.714695137221835,108.1743535575041,165.46619260361558,death_all,logistic
curvefit_lstm,Brazil,56,28,new_cases,14604.01820629902,23950.90393477585,159.35540828914745,14604.01820629902,9634.928417016738,7904.399391750488,19657.934954451808,9063.572473348959,6174.111503340228,36366.19246035272,20162.64416761876,12717.22862784213,10113.84087591077,26850.414517933114,12927.241757732018,8357.439439032112,49951.86431062944,159.35540828914745,158.4383168075223,146.005862975073,181.81667834283118,24.2259379924546,106.19246056103128,199.42276546349765,death_mobility,gompertz
curvefit_lstm,Brazil,56,28,new_cases,17983.385936284667,27231.84665265606,181.59274895952663,17983.385936284663,13975.18590075634,11567.955661898111,23732.346579195662,8571.224108478911,9428.408430459482,37841.399247210575,24039.60009308707,16971.2632668819,14704.204020402782,31184.97783123366,12793.400622126359,11868.60680558844,53592.68814764084,181.59274895952663,193.37009091380713,175.2201859129146,198.86809762017833,24.06056187217014,116.38077960274676,200,death_mobility,logistic
curvefit_lstm,Brazil,56,28,new_cases,16067.837421471348,22396.965333910273,123.74822084244488,16067.837421471355,12521.125835145871,8783.055982326709,24043.236303540954,8673.48082178692,6837.022501855835,35339.55511123944,19439.187260406045,14136.80305441787,9888.986945794386,29098.604740455925,11123.940615773072,7895.4112988621755,42812.69324912633,123.74822084244488,123.78317721737476,107.00012802748579,132.25695436343642,19.768132664040145,90.34649657843212,168.71945159773455,death_recovered,gompertz
curvefit_lstm,Brazil,56,28,new_cases,20824.66339394718,24797.59113846799,126.30284730947369,20824.663393947176,18173.69568208072,16651.352834446734,25072.753146449177,5486.459836452828,15070.87395497294,35042.673256221395,23688.790395637665,20287.485999319546,17991.242956357353,29090.46884105668,7332.239484780261,16224.407672095842,40942.50175770711,126.30284730947372,130.65681358395875,115.67152055243928,137.59847796108426,12.943858615136785,99.91077524726687,148.32903196005162,death_recovered,logistic
curvefit_lstm,Brazil,56,28,new_cases,14068.439045355091,23030.72363154228,143.31371326537317,14068.439045355091,9590.863498800401,7320.598470682318,19473.090316557802,9230.98775577314,4307.401404898462,37400.697340592116,18956.881787628543,11838.75109521201,9000.104697252937,26803.80253072748,13078.641515171115,6099.765050459103,49459.02812549408,143.31371326537317,147.40882175220818,128.90839653063992,158.577942107748,24.840456602226947,86.90668937037064,190.2839228074818,death_stringency,gompertz
curvefit_lstm,Brazil,56,28,new_cases,14563.704494178022,23926.317239911325,155.73560865008994,14563.704494178022,9429.830209104151,7404.606639585386,20252.244181704606,9469.96748990284,5766.820491811736,38288.45687787318,19933.509468821016,12630.189338617882,9532.902018045032,28335.93555176519,13233.437078903611,7307.85968444226,50674.10690445948,155.73560865008997,161.37054041538389,143.9000930153224,169.95112609001475,20.667710686201474,105.44898911930612,191.96606844991527,death_stringency,logistic
curvefit_lstm,Brazil,56,28,new_cases,23444.91046275001,26842.61039193274,128.54595175506807,23444.91046275001,21399.32923582443,20437.78090716633,26494.305535335377,4198.137913373092,18481.327991157577,35672.93241313676,26195.422967909213,23717.074131344874,21736.87740673687,30808.314311915386,5858.800917033289,19920.62611577719,40741.48330441806,128.54595175506807,130.26844395600563,116.46130112227175,138.91452690044503,13.185619026664297,101.47929414386765,152.64689625106277,no_exog,gompertz
curvefit_lstm,Brazil,56,28,new_cases,16506.9579571156,22331.864806230577,122.11168101218348,16506.957957115603,12946.2682389552,9433.368408200047,24042.566672183268,8399.22401747005,7494.011554232662,35157.56722943568,19690.8221394958,14974.6791284519,10895.107949416248,29409.310405183685,10534.880597069054,8556.546117005684,42078.34674052927,122.11168101218347,123.21759199307186,105.96654570708061,131.26837588695,17.772037268756257,87.35811570888862,163.10341815134774,no_exog,logistic
curvefit_lstm,China,14,7,new_cases,8869.846375875542,13883.214778329992,89.19176222467108,8869.846375875542,5315.599880278849,3392.6428250507515,12805.344757685376,8275.309520964962,367.47265474497055,42128.89692966501,9974.397074077453,5833.1937600409,3546.4413699129163,14263.363051233615,9656.865722887289,427.41150821079634,43716.406710273324,89.19176222467105,83.52454964295814,60.68220759419167,98.16200957220373,43.41845403127056,22.669638765620533,200,death_all,gompertz
curvefit_lstm,China,14,7,new_cases,8473.626053261576,13283.815116366884,86.29466573790707,8473.626053261574,5287.612897864032,3269.5249211358646,11779.303685043162,7757.6972201067265,485.6466736708909,34871.71305149767,9574.390453417505,5793.812445989017,3441.3391156536886,13274.219019090138,9208.191542932038,561.5357332129435,39960.27214618494,86.29466573790708,79.0933232194801,53.15729254360811,93.5827695265593,45.257043103384845,21.675517138116767,199.95787122051425,death_all,logistic
curvefit_lstm,China,14,7,new_cases,6465.9178383668395,10761.580073422052,62.62797078092254,6465.91783836684,3747.7110340176873,1672.579232158738,9617.416155133928,6566.050012710928,346.3655302261739,28433.67617903368,7479.012454010178,4241.608542711407,1783.5207378880727,10823.444657813205,7737.956990668481,456.6404417841266,32319.271371775983,62.62797078092254,46.4213543329359,28.334970512172525,70.94314989749273,52.983066084608474,6.374404560883738,200,death_mobility,gompertz
curvefit_lstm,China,14,7,new_cases,6731.610181499414,10935.955187158832,64.64574378834736,6731.610181499413,3920.7887249758724,1543.3201065954033,9862.97618896599,6662.513076226289,263.65582528279214,28752.875509644986,7720.337094598206,4524.895198388478,1676.967758830485,11155.694168546388,7745.4187105228275,308.66075248940837,32302.910956307038,64.64574378834733,44.69335045200805,26.745205396106613,73.04790115745655,59.61857640830906,5.64154315368347,200,death_mobility,logistic
curvefit_lstm,China,14,7,new_cases,6909.666854215624,11470.939081122095,66.3314128517297,6909.666854215623,3960.4356689453125,1656.7145108938907,10070.167756182116,7158.099291581749,191.81410284764914,37228.0770356918,7917.998876791669,4467.41443318665,1895.9803752758473,11671.587184203738,8299.863685021583,240.93645515438956,41210.89872640174,66.33141285172971,49.78221543392655,31.773922333820515,72.6574601820451,55.8279876199574,5.554950391776849,200,death_recovered,gompertz
curvefit_lstm,China,14,7,new_cases,6908.559282833531,11233.834620201971,66.60955080752721,6908.559282833532,4069.464690727577,1730.032177605448,10770.595985501654,6849.030441241473,131.09054242729326,28126.928802055703,7907.104699698662,4513.249623459122,1880.2957101720692,11540.422187358525,7979.770394068473,151.82773995684343,31977.145442133977,66.60955080752721,47.79850073257369,31.050722364975904,71.91339113054943,58.6530780958963,5.526289625953248,200,death_recovered,logistic
curvefit_lstm,China,14,7,new_cases,8469.857253719347,13147.420686442501,84.5897088060919,8469.857253719349,5515.579848118501,3258.9992899816943,12132.885789996477,7588.974093026644,483.3083123273833,34321.22919242654,9566.208190776071,5817.590704701057,3425.4662766173665,13399.060050712123,9018.998367724935,546.2070706600042,38776.656746210676,84.5897088060919,75.7898194528359,49.619263069855656,89.88922003718325,48.08422541796925,15.33920492406265,200,death_stringency,gompertz
curvefit_lstm,China,14,7,new_cases,8920.845864361889,13787.350086568265,90.61499484282858,8920.845864361889,5902.579380843943,3363.1574589776615,12950.875514702759,8013.308621442254,336.87228070854326,36239.52506321642,10063.99246127217,6298.245139806235,3587.4737839271384,14354.194814310646,9423.750747396223,375.0741463762872,40983.56845049704,90.61499484282857,81.39882667441802,57.91072040825502,96.19032165769471,48.34747061256211,28.840903186131804,200,death_stringency,logistic
curvefit_lstm,China,14,7,new_cases,6368.355813227165,10863.516631456843,59.80579173454193,6368.355813227163,3532.0714945715376,1484.9548180585655,9111.554360828597,6835.597266431392,154.15222318471692,29113.845542872965,7309.143512440121,3801.1228659732797,1719.2753793875108,10545.690868809326,8036.940631639251,205.85011191380133,33626.74453019975,59.80579173454193,50.57432204201078,33.141095037046426,69.39859139869344,45.010213450973325,6.327346682009987,200,no_exog,gompertz
curvefit_lstm,China,14,7,new_cases,6610.300343650282,11116.021361586538,64.41078138903966,6610.30034365028,3694.8869944981166,1828.4104360977674,8868.935853447016,6934.0343592364125,191.90834882435072,29297.252741787845,7561.5966322522745,4018.60851343242,2018.3626189629501,10916.54155609286,8147.894653366556,223.7514937492689,34112.916607358005,64.41078138903968,56.96269341633818,39.505149715358144,73.23809279079036,44.14717182270553,7.9111897056108536,200,no_exog,logistic
curvefit_lstm,China,21,7,new_cases,11439.667729533241,16823.223919642933,134.02065585287477,11439.66772953324,7432.767175462301,4506.481622483787,17782.37436900042,9911.695171377618,581.8562829501369,42437.55204615497,12534.313919498289,7722.213065369851,4861.8002017063745,19089.266242590485,11221.044408517315,674.0233644966057,47068.30592522203,134.02065585287477,136.0274899863019,122.50473413752108,143.39154918953116,27.567202301861276,58.65009277231128,199.80321843528688,death_all,gompertz
curvefit_lstm,China,21,7,new_cases,11012.969101744013,16333.414005503393,123.49703607679608,11012.969101744013,7418.4641644525145,4505.443033754447,17497.59398605533,9616.198172751365,481.7915573547486,40596.219343176526,12098.782709948064,7657.029712710878,4628.259679412803,18252.23511448826,10972.687456254107,555.0228289559521,46041.30932186007,123.49703607679609,121.3233265736493,105.56646215814504,130.87345714997855,36.612807277109106,33.8598168181199,200,death_all,logistic
curvefit_lstm,China,21,7,new_cases,9358.528956468857,14676.626961996577,99.99248432329138,9358.528956468857,5546.359956631377,3389.509240606715,14405.748779694615,8720.613551872402,235.07760334654728,38450.13927892207,10667.8819739532,6157.273395731696,3990.920277726569,16247.97545243696,10079.666322424038,275.87116341694093,42522.3769191397,99.99248432329136,99.1579341724948,76.72232064810277,110.89060054068236,38.92182957075154,21.750790718373274,200,death_mobility,gompertz
curvefit_lstm,China,21,7,new_cases,9469.500569343007,14693.572871259632,98.81131977995629,9469.500569343008,5924.626987175903,3648.4643628848926,14240.783128827457,8587.475040641202,212.71912240135967,38246.93835841731,10834.36508695775,6768.273616322093,4013.7151467830085,16171.859742963701,9925.604106830375,284.4418515136221,42575.89776307136,98.81131977995628,96.3819872203704,74.21943882805343,109.27510180000421,39.96093286239021,23.235827734978916,199.7490157896661,death_mobility,logistic
curvefit_lstm,China,21,7,new_cases,9759.575774275787,14933.630228700697,105.28072324044106,9759.57577427579,6355.008294302111,3791.9315238570393,14774.665184963693,8604.587764820617,292.96393363747467,38519.978808776985,11141.583607979,7133.102345030308,4191.109531496496,16739.020049746287,9943.763196797117,353.2066857000863,42959.46508694544,105.28072324044106,101.42936630907697,81.1023192531096,112.58752982123184,40.850703793943374,28.479279723917028,200,death_recovered,gompertz
curvefit_lstm,China,21,7,new_cases,9490.78934847326,14755.663014789468,104.10950235737391,9490.78934847326,5727.288660040545,3698.1318770728412,14362.366910925555,8753.136077523694,147.93209516166826,38616.20405317178,10770.56399538679,6243.837977947797,4005.8750832635747,16524.042790962507,10085.858527031976,174.1122646185773,42629.5691325564,104.10950235737391,100.95239378288312,79.20122200085424,112.59747117042919,42.4884523557504,18.925818583379154,199.67285112099938,death_recovered,logistic
curvefit_lstm,China,21,7,new_cases,11300.328869581646,16635.329624115908,132.68493472268594,11300.328869581645,7444.72652931798,4722.873874724649,18243.83870400952,9688.294435210983,530.8173420705845,41541.751783703796,12464.045060073584,7799.1016396716495,4858.5485227426125,19064.167053647358,11017.339626399991,766.0629189797439,46884.618772890935,132.68493472268597,131.92791401666761,118.51906301465525,139.82246174320093,30.325220892963127,55.99606732919078,200,death_stringency,gompertz
curvefit_lstm,China,21,7,new_cases,10814.783641485841,16178.671375531752,121.92070366159604,10814.78364148584,6827.42603069506,4279.385264588118,17589.0637545795,9593.369096809249,223.93362975988254,40881.36032566816,11924.109206556122,7242.669311368357,4602.381752907787,18486.78439309514,10934.579420698994,284.612363750212,45804.963851674176,121.92070366159605,123.87569201840228,109.15487508806156,130.71687226621594,31.752286081417942,31.180878519262613,199.75652459793955,death_stringency,logistic
curvefit_lstm,China,21,7,new_cases,9288.005288540464,14708.047020717717,99.22551590930844,9288.005288540466,5151.916094704072,3056.5535769384815,14632.802516554819,8932.677260125705,67.38101000799614,38661.22804147787,10499.965934096153,5909.852973021174,3470.7916939229976,16723.54786370888,10299.386513111529,79.118539241572,42780.74366240033,99.22551590930844,100.9318550486912,78.60405606042043,112.07444508134725,37.95063800195882,18.200140088490617,200,no_exog,gompertz
curvefit_lstm,China,21,7,new_cases,9495.018840375209,14868.243812371358,104.14481801889328,9495.018840375207,5318.08130236145,3076.8831391245603,15007.041960843595,9014.965349572776,77.63266906595007,38701.10043291508,10650.756911949838,5964.320960858131,3521.297671864396,16839.083996836835,10374.297627631087,94.12777643138645,42995.09110412821,104.14481801889328,104.4905534916559,83.2125513324429,117.46664448042344,37.92671047192309,18.762348582028757,200,no_exog,logistic
curvefit_lstm,China,28,14,new_cases,13258.714330356064,19021.42244929342,167.77037042302257,13258.714330356064,9149.457177903707,5318.475371829838,21047.399195595193,11056.653413559045,314.4624832222818,40829.982193598466,14489.0555328809,9663.045140605653,5490.235074560825,23388.352954720656,12324.032690624328,379.6599511481409,45829.71176502274,167.77037042302257,173.52527381022765,160.85540928831662,178.7414059420173,20.54231595192084,102.92965860676844,199.95502822843127,death_all,gompertz
curvefit_lstm,China,28,14,new_cases,13609.638969718055,19336.204495771544,174.16774491679845,13609.638969718058,9363.601597640816,5537.972245071238,21452.66345036844,11099.992602309641,401.2163932579445,41241.6898125151,14919.625729722367,9972.969293147715,5997.410659819392,23762.708619365403,12300.145218138769,567.8498339670168,46193.85138890828,174.16774491679845,179.334039956264,169.66441477453165,183.40061275821753,17.420193700914346,119.59275122911232,199.69731184971994,death_all,logistic
curvefit_lstm,China,28,14,new_cases,12082.889744177108,17788.37701260483,141.12527819583286,12082.889744177108,8202.119304717324,4605.255833141177,18483.74450393308,10363.251048448348,414.79243747750905,38942.80749572249,13391.203991335386,8943.902382617058,5138.559244411643,20461.07550638928,11709.05685377824,445.25072616495856,44255.39729181729,141.1252781958329,147.67166229634972,126.48082075281378,155.61297451771355,33.53396663228188,33.68014289739997,200,death_mobility,gompertz
curvefit_lstm,China,28,14,new_cases,11944.237963835967,17729.44834244342,140.16559813562358,11944.237963835969,8202.616749345878,4519.642000036201,18344.325028546842,10416.148440853063,223.29952593322793,38948.627870005854,13266.619868276137,8941.206029120036,4953.926483520251,20408.629559732963,11761.383243395752,259.8483206575128,44209.76536967752,140.16559813562358,147.67204994047245,124.38157353333553,155.1797955211798,33.774986640718026,31.819652024935518,200,death_mobility,logistic
curvefit_lstm,China,28,14,new_cases,12091.480325392988,17816.97707189598,142.27637326636176,12091.480325392988,8248.810873500675,4787.2654527026825,18657.05982977226,10354.845441106709,166.3563485003815,38830.72843775653,13420.090916580577,8998.333691267928,5083.998572057446,20613.440555207617,11719.463800497806,204.43579689292795,44182.081972103035,142.27637326636176,147.2765389712156,126.20531666251937,156.1116016984097,32.79382382254463,40.57310077385342,199.925790559273,death_recovered,gompertz
curvefit_lstm,China,28,14,new_cases,12270.274279916373,17956.55416052318,145.22318505186104,12270.274279916375,8335.550696364093,4938.166421540767,18934.251574141424,10422.649932186509,263.2672096487617,39147.49461173123,13562.454353423687,9060.779056972584,5185.147876120138,20975.730362140548,11768.503270641566,291.72190665092324,44460.66521345043,145.22318505186104,151.18783151355808,129.3985611263225,159.37439854228012,32.69881993363466,40.88129879452142,200,death_recovered,logistic
curvefit_lstm,China,28,14,new_cases,13368.56625104672,19080.065220707413,168.08486031843861,13368.566251046721,9132.641120010914,5460.564574710698,21050.90735019179,11002.004698366465,419.7410457205124,40929.371109069136,14612.561240929144,9719.646850994417,5610.332536210511,23239.108922213985,12268.73843581906,523.7045474984625,45539.03870551202,168.0848603184386,172.004802467055,160.73176667930366,177.2679291574949,18.58794627785019,104.0980994549747,199.84517733341337,death_stringency,gompertz
curvefit_lstm,China,28,14,new_cases,14195.219527379177,19670.63133086731,161.77993558863278,14195.219527379177,9810.825405384436,5824.826285217111,21687.349169313533,10342.314932408939,3913.314634050642,40540.10829297949,15873.421833956581,10496.805862858668,6213.398701228869,24014.67662504145,11617.58220268611,4333.712047227393,45357.86509143406,161.77993558863275,158.87153584399235,150.76306850902043,169.64768783086197,16.479754250102882,134.16021417425773,199.9954211677927,death_stringency,logistic
curvefit_lstm,China,28,14,new_cases,11945.360890548323,17790.767200838734,142.23124892207534,11945.360890548325,8131.944882930061,4407.3931574403105,18972.30880763775,10579.505302033036,99.74218689470068,38947.89135911709,13178.952018802713,8678.327953262458,4770.763729724494,20588.307287787666,11951.00921598403,104.13617158073696,44315.661415022834,142.23124892207537,148.40111078534338,127.54766404488377,157.69369151277397,31.175840051327917,45.236933356901645,198.81854240238988,no_exog,gompertz
curvefit_lstm,China,28,14,new_cases,11885.083108057199,17727.331432876646,142.0022284591851,11885.083108057199,8096.51458328073,4383.564476276769,18910.146480551408,10522.227688011624,88.09633937090153,38800.604599262624,13125.035794414875,8628.94807729423,4741.48620477367,20603.091318410505,11916.027657167664,96.69435174833451,44300.79231887643,142.0022284591851,147.56166953496012,127.9896873609496,157.03432727463013,30.322382302359824,48.48266979937853,198.67617285971107,no_exog,logistic
curvefit_lstm,China,56,28,new_cases,14376.764225466768,20125.97099983723,176.50120522706695,14376.764225466772,9639.831109957175,5964.16550281292,23268.340150757234,10126.97416293458,2217.471276644436,35830.2786675103,16484.570937564018,10704.522655293305,6355.362527186233,24544.52526080828,11546.152159516561,2556.613306296371,39834.73045269233,176.50120522706695,176.65579543479242,166.0123618708469,184.26230219576138,11.646399549481737,155.02529640238933,199.9828089301573,death_all,gompertz
curvefit_lstm,China,56,28,new_cases,13871.829846393228,19759.961577096892,177.61619438398037,13871.829846393228,9360.537836679012,5812.573382893647,22411.63042994019,10316.581436228103,1238.711931726681,35937.34269546573,15877.463351790719,10191.872135693244,6209.421237451646,24093.838043157753,11762.747937488428,1573.2709145185754,39977.80326088418,177.6161943839804,176.99581133818873,170.9417801045235,184.9673299654269,11.101491255907177,147.93767462307304,199.9919001506121,death_all,logistic
curvefit_lstm,China,56,28,new_cases,13194.027293727762,19280.89667063877,176.39552083425895,13194.027293727766,8942.745000218381,5594.242971489319,22231.932526853147,10515.191632393218,115.71125801228744,35539.48747177709,15038.744035526322,9826.379702960028,5819.654215083466,23803.67558974029,12066.033078761664,134.09487920337335,39574.51532956489,176.39552083425897,178.59167696316155,170.28687229351715,183.18279486469436,12.567896594763797,141.8846065189832,199.87279929213435,death_mobility,gompertz
curvefit_lstm,China,56,28,new_cases,13016.597684737184,19068.302854245194,170.45665419508808,13016.597684737188,8711.718002174204,5396.365336579557,21701.863555490596,10415.52196959607,142.9060900890368,35370.61085522989,14853.587623046942,9664.321249835335,5699.649537357776,23429.030266263413,11957.052666342246,176.0886287032031,39420.471286591004,170.45665419508808,173.48304888039712,161.61137255829166,178.93526829952617,17.752967423590214,111.68267565394059,200,death_mobility,logistic
curvefit_lstm,China,56,28,new_cases,13216.979901674367,19266.111035684906,175.7689975231181,13216.97990167437,8931.352468704214,5591.59482027877,22102.398505435576,10481.572021989801,122.042923501215,35547.92275298567,15056.495040791824,9801.827423234574,5869.218185156833,23941.348265970064,12020.190993738448,156.4064919907038,39607.366970034745,175.76899752311812,177.77680642658765,169.24770213964058,182.21903164087513,12.995419824113757,132.06765131525515,199.7237581633601,death_recovered,gompertz
curvefit_lstm,China,56,28,new_cases,13052.842834543211,19107.690132728374,170.1782594858958,13052.842834543211,8779.491696631996,5460.787369719195,21725.707292479754,10357.45533411813,112.25838248202594,35322.72509655745,14926.481408719632,9682.690135310262,5743.581572868823,23332.8978673391,11929.122975454336,138.23825507697842,39397.61113391791,170.17825948589578,172.68307931316787,161.96263236016358,179.07840582533638,16.48794153540251,122.1292661654646,199.88281122702048,death_recovered,logistic
curvefit_lstm,China,56,28,new_cases,14014.87110236675,19798.01452857362,176.53467273710723,14014.871102366751,9656.169298504821,5985.400730329639,22383.001701517504,10108.153827243845,1372.8614490880245,35839.91960718876,16050.072760089572,10313.929566469906,6381.915153967789,23943.158908849007,11591.227013109652,1619.9594389966312,39796.16958295788,176.5346727371072,178.58186333122046,169.76404124820115,187.43115515026594,15.63411225285185,131.77902795299173,199.9891491971762,death_stringency,gompertz
curvefit_lstm,China,56,28,new_cases,13831.577632657523,19811.89823277443,171.2538057143559,13831.577632657525,9351.413125982926,5610.360286090677,22252.35863487172,10126.43631867539,1869.7963511006633,35612.54231458865,16047.940429871278,10084.61767041494,6153.196181101746,23689.248459222392,11617.870697555272,2336.5193774444388,39644.23667896505,171.2538057143559,170.8492229648497,160.9598043715004,183.04548602044125,15.613202021063337,133.8867045421664,199.98673415631924,death_stringency,logistic
curvefit_lstm,China,56,28,new_cases,12299.020342136795,18521.00957996274,155.0510597995882,12299.020342136795,8359.4070819794,4958.51913091614,20526.149209848412,10319.793471609588,85.17900874356837,34808.26759405721,14126.691814038566,9142.055796650984,5374.617313555503,22543.40317774498,11977.66146842727,103.84438974430478,39120.92694609023,155.0510597995882,158.38934436531008,141.00296978820728,166.45341140876982,22.72013581043259,92.11430142625638,199.21840105267438,no_exog,gompertz
curvefit_lstm,China,56,28,new_cases,12709.358363785248,18916.205653001507,166.11763599854703,12709.358363785248,8623.957387659852,5277.16486321139,21597.148428352975,10554.058019145943,66.12706128644017,35228.861551957096,14500.69862456939,9493.764675583649,5583.752310393284,23389.921281876308,12147.122116207502,78.06204346568454,39311.873521383946,166.11763599854706,170.3092747406456,157.3483902792701,176.247071041992,18.38083167642658,111.82695595781709,198.45122483373464,no_exog,logistic
curvefit_lstm,Germany,14,7,new_cases,574674.4430484894,582575.5296909747,178.8564015488466,574674.4430484895,591721.7785902827,505933.07309137715,625337.8534754133,64341.4734299449,458506.95917766925,667563.0232543359,579047.4943230399,596148.9580064487,510764.2735091082,629613.0109828564,64017.55316262073,472291.8836963907,671795.9603211046,178.8564015488466,181.42590773245036,175.9601291773107,185.88648646428317,13.022831634080978,138.86873736487658,194.89800029616816,death_all,gompertz
curvefit_lstm,Germany,14,7,new_cases,213158.58196483084,216611.62818665768,156.1928574331223,213158.5819648308,218099.67498872345,212198.0052179348,224034.82553536873,20366.90720695672,141287.99803698037,236089.93879028404,215933.21189733324,219505.94743538118,213293.57122822205,225487.6502007774,17130.25000915623,157773.2944176754,236857.58178317413,156.19285743312227,159.4671128477494,151.06475995386108,166.58004476602144,22.18030564732572,92.75289661813508,186.34566310824883,death_all,logistic
